category,assumptions,t0,t1,0,1
2.0,\left( \left( \left( y\neq 0\right) \wedge \left( x\neq 5\right)\right) \wedge \left( x\neq 4\right)\right) \wedge \left( y < 0\right),\textrm{falsch},"\mathbb{L} = \mathbb{R} \setminus \big(-12,0\big)",,
2.0,\left( \left( \left( y\neq 0\right) \wedge \left( x\neq 5\right)\right) \wedge \left( x\neq 4\right)\right) \wedge \left( y < 0\right),\textrm{falsch},"\mathbb{L} = \mathbb{R} \setminus \left[-12,0\right)",,
2.0,k < \frac{4}{2},"-2\,k = -4 + e^{\frac{7}{4}}",k = 2-e^{\frac{7}{4}},,
2.0,\textrm{wahr},"\cos{\left(3\,x + 4\right)} = 1","3\,x + 4 = \frac{\pi}{2} + k\,\pi",,
2.0,\textrm{wahr},"\cos{\left(3\,x + 4\right)} = 1","3\,x + 4 = -\frac{\pi}{2} + k\,\pi",,
2.0,\textrm{wahr},"\cos{\left(3\,x + 4\right)} = 1","3\,x + 4 = \pi + k\,\pi",,
2.0,\textrm{wahr},"\cos{\left(3\,x + 4\right)} = 1","3\,x + 4 = 2\,\pi + k\,\pi",,
2.0,\textrm{wahr},"\cos{\left(3\,x + 4\right)} = 1","3\,x + 4 = \frac{1}{2}\,\pi + k\,\pi",,
2.0,\textrm{wahr},"\cos{\left(3\,x + 4\right)} = 1","3\,x + 4 = \frac{\pi}{4} + k\,\pi",,
2.0,\textrm{wahr},"3\,x + 4 = \cos^{-1} \left(1\right)","3\,x + 4 = \frac{\pi}{4} + k\,\pi",,
2.0,\textrm{wahr},"\cos{\left(3\,x + 4\right)} = 1","3\,x + 4 = \cos^{-1} \left(1\right) + k\,\pi",,
2.0,\textrm{wahr},"3\,x + 4 = \cos^{-1} \left(1\right) + k\,\pi","3\,x + 4 = \frac{\pi}{4} + k\,\pi",,
2.0,\textrm{wahr},"\cos{\left(3\,x + 4\right)} = 1","3\,x + 4 = \arccos{\left(1\right)} + k\,\pi",,
2.0,\textrm{wahr},"3\,x + 4 = \arccos{\left(1\right)} + k\,\pi","3\,x + 4 = \frac{\pi}{4} + k\,\pi",,
1.0,\textrm{wahr},"\frac{3\,q\,k-3\,k^{2}}{q\,k-k^{2}}",\frac{3-3}{1-1},,
1.0,\textrm{wahr},\frac{3-3}{1-1},0,,
1.0,\textrm{wahr},"\frac{3\,q\,k}{q\,k-k^{2}} + \frac{3\,k^{2}}{k^{2}-q\,k}","\frac{3\,q\,k}{k\,(q-k)} + \frac{3\,k}{k\,(q-k)}",,
1.0,\textrm{wahr},"-\frac{3\,q}{k-q} + \frac{3\,k}{k-q}","-\frac{3\,q + 3\,k}{k-q}",,
1.0,\textrm{wahr},"-\frac{3\,q + 3\,k}{k-q}","-\frac{3\,(-q + k)}{k-q}",,
1.0,\textrm{wahr},"\frac{3\,q\,k}{k\,(q-k)} + \frac{3\,k}{k\,(q-k)}","\frac{3\,q}{-(k-q)} + \frac{3\,k}{k-q}",,
1.0,\textrm{wahr},"-\frac{3\,(-q + k)}{k-q}",3,,
1.0,\textrm{wahr},"\frac{3\,q\,k}{q\,k-k^{2}} + \frac{3\,k^{2}}{k^{2}-q\,k}","\frac{3\,q\,k}{k\,(q-k)} + \frac{3\,k^{2}}{k\,(q-k)}",,
1.0,\textrm{wahr},"\frac{3\,q\,k}{k\,(q-k)} + \frac{3\,k^{2}}{k\,(q-k)}","\frac{3\,q}{-(k-q)} + \frac{3\,k}{k-q}",,
1.0,\textrm{wahr},"\frac{m^{2}-9}{m^{2}-6\,m + 9}","-6\,m",,
1.0,\textrm{wahr},"\frac{h^{2}-1}{h^{2} + 2\,h + 1}","\frac{-1}{2\,h + 1}",,
1.0,\textrm{wahr},"\frac{h^{2}-1}{h^{2} + 2\,h + 1}","-\frac{1}{2\,h + 1}",,
1.0,\textrm{wahr},"\frac{2\,m}{m-q} + \frac{2\,q}{-(q-m)}","\frac{2\,m}{m-q}-\frac{2\,q}{m-q}",,
1.0,\textrm{wahr},"\frac{2\,m}{m-q} + \frac{2\,q}{q-m}","\frac{2\,m}{m-q} + \frac{2\,q}{-(q-m)}",,
2.0,\textrm{wahr},\left|y-4\right|  > 9,\left( y-4 > 9\right) \vee \left( y-4 > -9\right),,
2.0,\textrm{wahr},\left( y-4 > 9\right) \vee \left( y-4 > -9\right),\left( y > 13\right) \vee \left( y > 5\right),,
2.0,\textrm{wahr},\left( y-4 > 9\right) \vee \left( y-4 < -9\right),\left( y > 13\right) \vee \left( y > 5\right),,
2.0,\textrm{wahr},\left|z + 3\right| \ge 24,\left( z + 3\ge -24\right) \vee \left( z + 3\le 24\right),,
1.0,\textrm{wahr},"\frac{2\,b\,z}{(b-z)\,z} + \frac{2\,z^{2}}{z\,(-b + z)}","\frac{2\,b\,z}{(b-z)\,z} + \frac{2\,z^{2}}{-z\,(-b + z)}",,
1.0,\textrm{wahr},"\frac{2\,b\,z}{(b-z)\,z}-\frac{2\,z^{2}}{+z\,(-b + z)}","\frac{2\,b\,z-2\,z^{2}}{(b-z)\,z}",,
2.0,\left( s < 1.9680353252831355\right) \wedge \left( s > -2.0319646747168645\right),"3\,e^{-4\,s}-4\,e^{5\,s} = 0","e^{s}\,(3\,e^{-4}-4\,e^{5}) = 0",,
2.0,\left( s < 1.9680353252831355\right) \wedge \left( s > -2.0319646747168645\right),"3 = 4\,e^{5\,s}\,e^{4\,s}","3 = e^{5\,s + 4\,s}",,
2.0,\left( s < 1.9680353252831355\right) \wedge \left( s > -2.0319646747168645\right),"3 = e^{9\,s}","9\,s = \ln{\left(3\right)}",,
2.0,\left( s < 1.9680353252831355\right) \wedge \left( s > -2.0319646747168645\right),"\Leftrightarrow 9\,s = \ln{\left(\frac{3}{4}\right)}",s = \frac{\ln{\left(\frac{3}{4}\right)}}{9},,
2.0,\left( s < 1.9680353252831355\right) \wedge \left( s > -2.0319646747168645\right),"\frac{3}{4} = e^{9\,s}","9\,s = \ln{\left(\frac{3}{4}\right)}",,
1.0,\textrm{wahr},"\frac{4\,l\,m}{m\,(l-m)} + \frac{4\,m^{2}}{m\,(m-l)}","\frac{4\,l\,m}{l-m} + \frac{4\,m}{m-l}",,
2.0,\textrm{wahr},"5\,e^{s} = 9",e^{s} = \frac{5}{9},,
1.0,\textrm{wahr},"\left( -\frac{1}{4}\,x + \frac{1}{5}\,y\right)^{2}","-\frac{1}{16}\,x^{2}-\frac{1}{10}\,x\,y + \frac{1}{16}\,y^{2}",,
1.0,\textrm{wahr},"\left( -\frac{1}{4}\,x + \frac{1}{5}\,y\right)^{2}","\frac{1}{16}\,x^{2}-\frac{1}{10}\,x\,y + \frac{1}{16}\,y^{2}",,
1.0,\textrm{wahr},"\frac{2\,w\,m}{w\,m-m^{2}} + \frac{2\,m^{2}}{m^{2}-w\,m}","\frac{2\,w\,m}{m\,(w-m) + \frac{2\,m^{2}}{m\,(m-w)}}",,
1.0,\textrm{wahr},"\frac{2\,w\,m}{m\,(w-m) + \frac{2\,m^{2}}{m\,(m-w)}}","\frac{2\,w}{w-m} + \frac{2\,m}{m-w}",,
2.0,\left( t < 2.0371905918857016\right) \wedge \left( t > -1.9628094081142984\right),"\left( e^{-4\,t} = 0\right) \vee \left( 5-4\,e^{6\,t} = 0\right)",t = \emptyset ,,
2.0,\textrm{wahr},"5\,e^{k}-11 = 0","5\,k = \ln{\left(11\right)}",,
2.0,\textrm{wahr},"5\,e^{k}-11 = 0",k = \ln{\left(\frac{11}{5}\right)},,
1.0,\textrm{wahr},\frac{r^{2}-25}{\left( r + 5\right)^{2}},\frac{r-25}{r + 5},,
2.0,\textrm{wahr},\left|b-1\right|  > 7,\left( b-1 > 7\right) \vee \left( -(-b-1) > 7\right),,
2.0,\textrm{wahr},\left( b-1 > 7\right) \vee \left( -(-b-1) > 7\right),\left( b > 8\right) \vee \left( b < -6\right),,
2.0,\textrm{wahr},\left|b-1\right|  > 7,\left( b-1 > 7\right) \wedge \left( -(-b-1) > 7\right),,
2.0,\textrm{wahr},\left( b-1 > 7\right) \wedge \left( -(-b-1) > 7\right),\left( b > 8\right) \wedge \left( b < -6\right),,
1.0,\textrm{wahr},"\frac{4\,x}{x-a} + \frac{4\,a}{a-x}","\frac{4\,x}{-(x-a)} + \frac{4\,a}{a-x}",,
1.0,\textrm{wahr},"\frac{4\,x}{-(x-a)} + \frac{4\,a}{a-x}","-\frac{4\,x}{-x + a} + \frac{4\,a}{a-x}",,
2.0,\textrm{wahr},\left( h + 5 > -13\right) \wedge \left( h + 5 < 13\right),\left( h > 18\right) \wedge \left( h < 8\right),,
1.0,\textrm{wahr},"\frac{4\,b\,n\,(n^{2}-b\,n) + 4\,n^{2}\,(b\,n-n^{2})}{(b\,n-n^{2})\,(n^{2}-b\,n)}","\frac{4\,b\,n^{3}-4\,b^{2}\,n^{2} + 4\,b\,n^{3}-4\,n^{4}}{-n^{4} + b\,n^{3}-b\,n^{3}-b^{2}\,n^{2}}",,
1.0,\textrm{wahr},"\left( -\frac{1}{3}\,x + \frac{1}{5}\,y\right)^{2}","\frac{1}{25}\,y^{2}-\frac{2}{14}\,x\,y + \frac{1}{9}\,x^{2}",,
1.0,\left( a > 0\right) \wedge \left( a\neq 1\right),\log_{\frac{1}{a}}\left(\frac{1}{a}\right),2,,
2.0,n < \frac{5}{6},"\Leftrightarrow 5-6\,n = e^{\frac{11}{3}}","-6\,n = e^{\frac{11}{3}}-5",,
2.0,n < \frac{5}{6},"-3\,\ln{\left(5-6\,n\right)} = -5-6","5-6\,n = e^{\frac{11}{3}}",,
1.0,\textrm{wahr},"\left( -\frac{1}{4}\,x + \frac{1}{3}\,y\right)^{2}","(x + y)\,(-\frac{1}{4}\,x + \frac{1}{3}\,y)",,
2.0,l < \frac{2}{5},"-5\,l = e^{-\frac{5}{4}}-2",l = e^{-\frac{5}{4}}-\frac{2}{5},,
1.0,\left( a > 0\right) \wedge \left( a\neq 1\right),\log_{\frac{1}{a}}\left(a^{\frac{3}{2}}\right),\log_{\frac{1}{a}}\left(\left( \frac{1}{a}\right)^{-\frac{5}{2}}\right),,
2.0,w < \frac{4}{5},"3\,\ln{\left(4-5\,w\right)} = -11","\ln{\left(4-5\,w\right)} = 3.67",,
2.0,w < \frac{4}{5},"\ln{\left(4-5\,w\right)} = 3.67","4-5\,w = 3.67\,e",,
1.0,\left( a > 0\right) \wedge \left( a\neq 1\right),\log_{\frac{1}{a}}\left(\frac{1}{a^{3}}\right),\log_{\frac{1}{a}}\left(\left( \frac{1}{3}\right)^{3}\right),,
1.0,\left( a > 0\right) \wedge \left( a\neq 1\right),\log_{\frac{1}{a}}\left(\left( \frac{1}{3}\right)^{3}\right),3,,
2.0,m > -\frac{4}{2},"\ln{\left(4 + 2\,m\right)} = -\frac{1}{5}","e^{-\frac{1}{5}} = 4 + 2\,m",,
2.0,w < \frac{4}{5},"\ln{\left(4-5\,w\right)} = -3.67","4-5\,w = -3.67\,e",,
2.0,w < \frac{4}{5},"-5\,w = -3.67\,e-4","w = \frac{3.67\,e-4}{5}",,
1.0,\textrm{wahr},"\frac{3\,q\,w}{q\,w-w^{2}} + \frac{3\,w^{2}}{w^{2}-q\,w}","\frac{3\,q\,w}{q\,w-w} + \frac{3\,w^{2}}{W^{2}-q\,w}",,
2.0,r < \frac{3}{4},"\ln{\left(3-4\,r\right)} = \frac{8}{3}","3-4\,r = e^{-\frac{8}{3}}",,
2.0,r < \frac{3}{4},"3-4\,r = e^{-\frac{8}{3}}",r = \frac{e^{-\frac{8}{3}}-3}{4},,
2.0,d < \frac{2}{5},"\left( -2\,\ln{\left(2-5\,d\right)} + 5 = -2\right) \Leftrightarrow  \left( -2\,\ln{\left(2-5\,d\right)} = -7\right)","\ln{\left(2-5\,d\right)} = \frac{7}{2}",,
2.0,d < \frac{2}{5},"2-5\,d = e^{\frac{7}{2}}",d = e^{\frac{7}{2}} + \frac{2}{5},,
2.0,r < \frac{3}{4},"3-4\,r = e^{\frac{8}{3}}",r = \frac{e^{\frac{8}{3}}-3}{4},,
2.0,d < \frac{2}{5},"\left( -2\,\ln{\left(2-5\,d\right)} + 5\right) \Leftrightarrow  \left( -2 \Leftrightarrow  \left( -2\,\ln{\left(2-5\,d\right)} = -7\right)\right)","\ln{\left(2-5\,d\right)} = \frac{7}{2}",,
2.0,z < \frac{2}{3},"-3\,z = e^{-\frac{1}{5}}-2",z = \frac{e^{-\frac{1}{5}}-2}{3},,
2.0,b > -\frac{3}{3},"3 + 3\,b = e^{\frac{1}{4}}","b = \frac{1}{3}\,e^{\frac{1}{4}}-\frac{1}{3}",,
1.0,\textrm{wahr},"\frac{3\,q\,w}{q\,w-w^{2}} + \frac{3\,w^{2}}{w^{2}-q\,w}","\frac{3\,q\,w}{q\,w-w} + \frac{3\,w^{2}}{w^{2}-q\,w}",,
2.0,\left( r < 3.0986122886681096\right) \wedge \left( r > -0.9013877113318904\right),"\frac{e^{5\,r}}{e^{4\,r}} = \frac{6}{2}","e^{5\,f}\,e^{-4\,f} = \frac{6}{2}",,
2.0,g < 3,-g < 12,g > 12,,
2.0,\left( r < 3.0986122886681096\right) \wedge \left( r > -0.9013877113318904\right),"\frac{e^{5\,r}}{e^{4\,r}} = \frac{6}{2}","e^{5\,f}\,\overline{e}^{4\,f} = \frac{6}{2}",,
2.0,\left( r < 3.0986122886681096\right) \wedge \left( r > -0.9013877113318904\right),"e^{5\,f}\,\overline{e}^{4\,f} = \frac{6}{2}",e^{f} = \frac{6}{2},,
2.0,\left( l < 1.8430553873331272\right) \wedge \left( l > -2.156944612666873\right),"\frac{e^{-4\,l}}{e^{3\,l}} = \frac{6}{2}","e^{-4\,l}\,e^{3\,l} = \frac{6}{2}",,
2.0,\left( l < 1.8430553873331272\right) \wedge \left( l > -2.156944612666873\right),"e^{-4\,l}\,e^{3\,l} = \frac{6}{2}",e^{l} = \frac{6}{2},,
2.0,\textrm{wahr},"\sin{\left(3\,x-4\right)} = 1","3\,x-4 = \arcsin{\left(1\right)}",,
2.0,\textrm{wahr},"\sin{\left(3\,x-4\right)} = 1",\arcsin{\left(\sin{\left(x-4\right)}\right)} = \arcsin{\left(1\right)},,
2.0,\textrm{wahr},\arcsin{\left(\sin{\left(x-4\right)}\right)} = \arcsin{\left(1\right)},"3\,x = \frac{\pi}{2} + 4",,
2.0,\left( l < 1.8430553873331272\right) \wedge \left( l > -2.156944612666873\right),"e^{-4\,l}\,e^{-3\,l} = \frac{6}{2}",e^{l} = \frac{6}{2},,
1.0,\textrm{wahr},"\frac{3\,q\,w}{q\,w-w^{2}} + \frac{3\,w^{2}}{w^{2}-q\,w}","\frac{3\,q\,w^{2}}{w\,(w-q)} + \frac{3\,w^{2}\,(w-q)}{w\,(w-q)}",,
2.0,\left( l < 1.8430553873331272\right) \wedge \left( l > -2.156944612666873\right),"e^{-4\,l}\,e^{-3\,l} = \frac{6}{2}",e^{-l} = \frac{6}{2},,
2.0,\left( l < 1.8430553873331272\right) \wedge \left( l > -2.156944612666873\right),e^{-l} = \frac{6}{2},l = \ln{\left(\frac{6}{2}\right)},,
2.0,\left( l < 1.8430553873331272\right) \wedge \left( l > -2.156944612666873\right),"e^{-7\,l} = \frac{6}{2}",l = \ln{\left(\frac{6}{2}\right)},,
2.0,\left( l < 1.8430553873331272\right) \wedge \left( l > -2.156944612666873\right),"e^{-7\,l} = \frac{6}{2}",l = \frac{\ln{\left(\frac{6}{2}\right)}}{-7},,
2.0,b < \frac{2}{5},"2-5\,b = e^{-\frac{6}{5}}","-5\,b = e^{-\frac{6}{5}}",,
2.0,\textrm{wahr},"3\,x-4 = \arcsin{\left(1\right)} + 2\,\pi\,k","3\,x = \frac{\pi}{2} + 4",,
2.0,s > -\frac{5}{2},"-5\,\ln{\left(5 + 2\,s\right)} = -7","\ln{\left(7\,s\right)} = \frac{7}{5}",,
1.0,\textrm{wahr},"\frac{3\,q\,w^{2} + 3\,w^{3}-3\,w^{2}\,q}{w\,(w-q)}","\frac{3\,w^{3}-3\,w^{2}\,q + 3\,w\,q^{2}}{w\,(w-q)}",,
2.0,\left( g < 2.5108256237659905\right) \wedge \left( g > -1.4891743762340093\right),"5\,e^{4\,g}-3\,e^{5\,g} = 0","\ln{\left(5\right)}\,\ln{\left(e^{4\,g}\right)} = \ln{\left(3\right)}\,\ln{\left(e^{5\,g}\right)}",,
2.0,\left( g < 2.5108256237659905\right) \wedge \left( g > -1.4891743762340093\right),"\ln{\left(5\right)}\,\ln{\left(e^{4\,g}\right)} = \ln{\left(3\right)}\,\ln{\left(e^{5\,g}\right)}","\ln{\left(5\right)}-\ln{\left(3\right)} = 5\,g-4\,g",,
2.0,\textrm{wahr},"2\,e^{g} = 2","2\,\ln{\left(e^{g}\right)} = 2",,
2.0,\textrm{wahr},"g\,\ln{\left(e\right)} = 1",g = 0,,
2.0,\textrm{wahr},"\cos{\left(3\,x-3\right)} = 0","3\,x-3 = \frac{\pi}{2} + 2\,\pi\,k",,
2.0,\textrm{wahr},"\cos{\left(2\,x-3\right)} = 0","2\,x-3 = \frac{\pi}{2} + 2\,\pi\,k",,
1.0,\left( a > 0\right) \wedge \left( a\neq 1\right),\log_{\frac{1}{a}}\left(\sqrt{a^{2}}\right),\log_{\frac{1}{a}}\left(\left( \frac{1}{a}\right)^{1}\right),,
2.0,\textrm{wahr},"\cos{\left(4\,x + 2\right)} = -1","4\,x + 2 = -1 + 2\,\pi\,k",,
2.0,\textrm{wahr},"4\,x + 2 = -1 + 2\,\pi\,k","x = \frac{2\,\pi\,k-2}{4}",,
1.0,\left( a > 0\right) \wedge \left( a\neq 1\right),\log_{\frac{1}{a}}\left(\sqrt{a^{2}}\right),\log_{\frac{1}{a}}\left(\left( \frac{1}{a}\right)^{2}\right),,
1.0,\left( a > 0\right) \wedge \left( a\neq 1\right),\log_{\frac{1}{a}}\left(\sqrt{a^{2}}\right),\log_{\frac{1}{a}}\left(\left( \frac{1}{a}\right)^{\frac{2}{2}}\right),,
2.0,\textrm{wahr},"\Leftrightarrow 4\,x-2 = 0 \cdot 2\,\pi","x = \frac{2\,\pi\,k-2}{4}",,
2.0,\textrm{wahr},"\Leftrightarrow 4\,x-4 = 2\,k\,\pi","x = 1 + \frac{k\,\pi}{2}",,
2.0,\textrm{wahr},"\cos{\left(4\,x-2\right)} = 1","4\,x-2 = 0 \cdot 2\,\pi",,
2.0,\textrm{wahr},"4\,x-2 = 0 \cdot 2\,\pi","x = \frac{2\,\pi\,k + 2}{4}",,
2.0,\textrm{wahr},e^{g} = 1,e^{g} = e^{1},,
1.0,\textrm{wahr},"\frac{3\,q\,w}{q\,w-w^{2}} + \frac{3\,w^{2}}{w^{2}-q\,w}","\frac{3\,q\,w}{w\,(w-q)} + \frac{3\,w^{2}}{w\,(w-q)}",,
2.0,y < \frac{5}{5},"5\,\ln{\left(5-5\,y\right)} + 9 = 0","\ln{\left(5-5\,y\right)} + 9 = 0",,
2.0,y < \frac{5}{5},"\ln{\left(5-5\,y\right)} + 9 = 0","5-5\,y + 9 = 1",,
2.0,\textrm{wahr},"4\,x-4 = -\frac{\pi}{2} + \pi\,k","4\,x = -\frac{\pi}{2} + 4\,\pi\,k",,
2.0,\textrm{wahr},"4\,x-4 = -\frac{\pi}{2} + 4\,\pi\,k","4\,x = -\frac{\pi}{2} + 4\,\pi\,k",,
2.0,\textrm{wahr},"\sin{\left(4\,x-4\right)} = 0","4\,x-4 = -\frac{\pi}{4} + 4\,\pi\,k",,
2.0,\textrm{wahr},"4\,x-4 = -\frac{\pi}{4} + 4\,\pi\,k","4\,x = -\frac{\pi}{2} + 4\,\pi\,k",,
2.0,\textrm{wahr},"\sin{\left(4\,x-4\right)} = 0","4\,x-4 = -\frac{\pi}{4} + 2\,\pi\,k",,
2.0,\textrm{wahr},"\sin{\left(4\,x-4\right)} = 0","\sin{\left(4\,x-4\right)} = -\frac{\pi}{4} + 4\,\pi\,k",,
2.0,\left( A > 0\right) \wedge \left( x_0 < x_1\right),"\Leftrightarrow \pi = \omega\,x_0 + \varphi-(\omega\,x_1 + \varphi)","\pi = \omega\,x_0 + \varphi-\omega\,x_1-\varphi",,
2.0,\left( A > 0\right) \wedge \left( x_0 < x_1\right),"\pi = \omega\,(x_0-x_1)",\pi = \frac{\omega}{x_0-x_1},,
2.0,\textrm{wahr},e^{a} = \frac{5}{10},a = \ln{\left(\frac{1}{5}\right)},,
2.0,\textrm{wahr},e^{s} = \frac{1}{2},\ln{\left(\frac{1}{2}\right)} = s,,
2.0,\textrm{wahr},"e^{\frac{1}{2}\,b} = \frac{8}{4}","\frac{1}{2}\,b = \frac{\ln{\left(8\right)}}{4}",,
2.0,\textrm{wahr},"3\,e^{\frac{2}{3}\,c}-6 = 4","\frac{3\,e^{2}}{3}-6 = 4",,
2.0,\textrm{wahr},"\sin{\left(4\,x-4\right)} = 0","\sin{\left(4\,x-4\right)} = -\frac{\pi}{4}\,\pi\,k",,
2.0,\textrm{wahr},"3\,e^{\frac{2}{3}\,c}-6 = 4","\frac{3\,e^{2}}{3}\,c-6 = 4",,
2.0,\textrm{wahr},"\frac{3\,e^{2}}{3}\,c-6 = 4","\frac{3\,e^{2}}{3} = 4",,
2.0,\textrm{wahr},"\sin{\left(4\,x-4\right)} = 0","\sin{\left(4\,x-4\right)} = -\frac{\pi}{4} + \pi\,k",,
2.0,\textrm{wahr},"\sin{\left(4\,x-4\right)} = 0","\sin{\left(4\,x-4\right)} = -\frac{\pi}{4} + k\,\pi",,
2.0,\textrm{wahr},"\sin{\left(4\,x-4\right)} = 0","\sin{\left(4\,x-4\right)} = \frac{\pi}{4} + k\,\pi",,
2.0,\textrm{wahr},"\sin{\left(4\,x-4\right)} = 0","\sin{\left(4\,x-4\right)} = \frac{\pi}{4} + 4\,k\,\pi",,
2.0,\textrm{wahr},"\sin{\left(4\,x-4\right)} = 0","\sin{\left(4\,x-4\right)} = \frac{\pi}{8} + k\,\pi",,
2.0,\textrm{wahr},"\sin{\left(4\,x-4\right)} = 0","\sin{\left(4\,x-4\right)} = \frac{\pi}{8} + 8\,k\,\pi",,
2.0,\textrm{wahr},"\sin{\left(4\,x-4\right)} = 0","4\,x-4 = \frac{\pi}{4} + 4\,k\,\pi",,
2.0,\textrm{wahr},"\sin{\left(4\,x-4\right)} = 0","4\,x-4 = \frac{\pi}{4} + k\,\pi",,
2.0,\textrm{wahr},"\sin{\left(4\,x-4\right)} = 0","4\,x-4 = -\frac{\pi}{2} + k\,\pi",,
2.0,\textrm{wahr},"\sin{\left(4\,x-4\right)} = 0","4\,x-4 = -\frac{\pi}{2} + 4\,k\,\pi",,
2.0,\textrm{wahr},"\frac{2}{3}\,m = \ln{\left(\frac{4}{3}\right)}",m = \frac{2}{\ln{\left(\frac{4}{3}\right)}} \cdot 3,,
1.0,\textrm{wahr},"\frac{3\,w\,(q + w)}{w\,(w-q)}",3,,
2.0,s > -\frac{5}{2},"\Leftrightarrow 5 + 2\,s = e^{5}\,\sqrt{e^{2}}","2\,s = e \cdot 5\,\sqrt{e^{2}-5}",,
1.0,\textrm{wahr},"\frac{3\,q\,w}{w\,(q-w)} + \frac{3\,w^{2}}{w\,(w-q)}","\frac{3\,q\,w + 3\,w^{2}}{w\,(w-q)}",,
1.0,\textrm{wahr},"\frac{3\,q\,w}{w\,(q-w)} + \frac{3\,w^{2}}{w\,(w-q)}","\frac{3\,q\,w + 3\,w^{2}}{w\,(q-w)}",,
1.0,\textrm{wahr},"\frac{3\,q\,w + 3\,w^{2}}{w\,(q-w)}","\frac{3\,w\,(q + w)}{w\,(w-q)}",,
2.0,\textrm{wahr},"\frac{2}{3}\,m = \ln{\left(\frac{4}{3}\right)}","3\,m = \frac{2}{\ln{\left(\frac{4}{3}\right)}}",,
2.0,\textrm{wahr},"\sin{\left(4\,x-4\right)} = 0","4\,x-4 = k\,\pi",,
2.0,\left( A > 0\right) \wedge \left( x_0 < x_1\right),"\pi = \omega\,(x_1-x_0)",\pi = \frac{\omega}{x_1-x_0},,
2.0,\textrm{wahr},"\sin{\left(4\,x-4\right)} = 0","4\,x-4 = \pi\,k",,
2.0,\textrm{wahr},"\sin{\left(4\,x-4\right)} = 0","4\,x-4 = 0",,
2.0,\textrm{wahr},"\sin{\left(4\,x-4\right)} = 0","4\,x-4 = -\frac{\pi}{2}",,
2.0,\textrm{wahr},"\sin{\left(4\,x-4\right)} = 0","4\,x-4 = -\frac{k\,\pi}{2}",,
2.0,\textrm{wahr},"\sin{\left(4\,x-4\right)} = 0","4\,x-4 = -\frac{k\,\pi}{4}",,
2.0,\textrm{wahr},"\sin{\left(4\,x-4\right)} = 0","4\,x-4 = -\frac{\pi}{4} + k",,
2.0,\textrm{wahr},"\sin{\left(4\,x-4\right)} = 0","4\,x-4 = -\frac{\pi}{4} + 4\,k",,
2.0,\textrm{wahr},"\sin{\left(4\,x-4\right)} = 0","4\,x-4 = -\frac{\pi}{4} + 2\,k",,
2.0,\textrm{wahr},"\Leftrightarrow \left|4\,x\right|  = 3","\left( 4\,x = -3\right) \vee \left( 4\,x = 3\right)",,
2.0,s > -\frac{5}{2},"\ln{\left(5 + 2\,s\right)} = \frac{7}{5}","5 + 2\,s = \sqrt[5]{e}^{7}",,
2.0,x\ge -3,"\left|\left|4\,x + 3\right| -3\right|  = 3","\left|4\,x + 3-3\right|  = -3",,
2.0,x\ge -3,"\left|\left|4\,x + 3\right| -3\right|  = 3","4\,x + 3-3 = 3",,
2.0,\textrm{wahr},"4\,x-2 = (2\,k + 1)\,\pi","4\,x-2 = 2 + (2\,k + 1)\,\pi",,
2.0,x\ge -3,"\left|\left|4\,x + 3\right| -3\right|  = 3","\left|4\,x + 3\right| -3 = 3",,
2.0,x\ge -3,"\left|4\,x + 3\right| -3 = 3","\left|4\,x\right|  = 3",,
2.0,\textrm{wahr},"4\,x = 2 + (2\,k + 1)\,\pi","x = 2 + \frac{(2\,k + 1)\,\pi}{4}",,
2.0,s > -\frac{5}{2},"\ln{\left(5 + 2\,s\right)} = \frac{7}{5}","5 + 2\,s = \sqrt[5]{e^{7}}",,
2.0,\textrm{wahr},"\left|2\,x-1\right| \ge 3","\left( 2\,x-1\le -3\right) \wedge \left( 2\,x-1\ge 3\right)",,
2.0,x\ge -7,"\left|3\,x-7\right|  + \left|x + 3\right|  = 7","3\,x-7 + \left|x + 3\right|  = 7",,
2.0,x\ge -7,"\left|3\,x-7\right|  + \left|x + 3\right|  = 7","3\,x-7 + x + 3 = 7",,
2.0,\textrm{wahr},"\left|2\,x-1\right| \ge 3","\left( 2\,x-1\ge -3\right) \wedge \left( 2\,x-1\le 3\right)",,
2.0,f < \frac{3}{5},"\ln{\left(3-5\,f\right)} = \frac{1}{5}","3-5\,f = \sqrt[5]{e}",,
2.0,f < \frac{3}{5},"\ln{\left(3-5\,f\right)} = \frac{1}{5}","3-5\,f = \frac{e^{1}}{5}",,
2.0,f < \frac{3}{5},"3-5\,f = \frac{e^{1}}{5}","3-5\,f = \sqrt[5]{e}",,
2.0,x\ge 7,"3\,x-7 + x + 3 = 7","4\,x-5 = 7",,
2.0,\textrm{wahr},\left|m-1\right|  > 7,\left( m-1 < -7\right) \wedge \left( m-1 > 7\right),,
2.0,\textrm{wahr},\left|m-1\right|  > 7,\left( m-1\le -7\right) \wedge \left( m-1\le 7\right),,
2.0,\textrm{wahr},\left( m-1\le -7\right) \wedge \left( m-1\le 7\right),\left( m < -6\right) \wedge \left( m > 8\right),,
2.0,\textrm{wahr},\left|m-1\right|  > 7,\left( m-1 > -7\right) \wedge \left( m-1 < 7\right),,
2.0,\textrm{wahr},\left( m-1 > -7\right) \wedge \left( m-1 < 7\right),\left( m < -6\right) \wedge \left( m > 8\right),,
2.0,\textrm{wahr},\left|m-1\right|  > 7,\left( m-1\ge -7\right) \wedge \left( m-1\le 7\right),,
