,category,labels_dbscan,labels_kmeans,labels_agglo,processed_t0,processed_t1,t0,t1,assumptions
1698,2,-1,5,0,\left|x + 3\right|  = 22,\left( x + 3 = 22\right) \vee \left( x = 25\right),\left|b + 3\right|  = 22,\left( b + 3 = 22\right) \vee \left( b = 25\right),\textrm{wahr}
1699,2,-1,0,3,\left|x + \frac{5}{2}\right| \ge \sqrt{\frac{33}{4}},\left( x + \frac{5}{2}\ge \sqrt{\frac{33}{4}}\right) \wedge \left( -x-\frac{5}{2}\le -\sqrt{\frac{33}{4}}\right),\left|x + \frac{5}{2}\right| \ge \sqrt{\frac{33}{4}},\left( x + \frac{5}{2}\ge \sqrt{\frac{33}{4}}\right) \wedge \left( -x-\frac{5}{2}\le -\sqrt{\frac{33}{4}}\right),\textrm{wahr}
1700,2,-1,0,3,\left|x + \frac{5}{2}\right| \ge \sqrt{\frac{33}{4}},\left( x + \frac{5}{2}\ge \sqrt{\frac{33}{4}}\right) \wedge \left( x + \frac{5}{2}\le \sqrt{\frac{33}{4}}\right),\left|x + \frac{5}{2}\right| \ge \sqrt{\frac{33}{4}},\left( x + \frac{5}{2}\ge \sqrt{\frac{33}{4}}\right) \wedge \left( x + \frac{5}{2}\le \sqrt{\frac{33}{4}}\right),\textrm{wahr}
1701,2,0,5,2,\left( x-2 = -3\right) \vee \left( x-2 = 3\right),\left( x = -5\right) \vee \left( x = 5\right),\left( l-2 = -3\right) \vee \left( l-2 = 3\right),\left( l = -5\right) \vee \left( l = 5\right),\textrm{wahr}
1702,2,0,5,2,\left( x-2 = -3\right) \vee \left( x-2 = 3\right),\left( x = -8\right) \vee \left( x = 5\right),\left( l-2 = -3\right) \vee \left( l-2 = 3\right),\left( l = -8\right) \vee \left( l = 5\right),\textrm{wahr}
1703,2,0,5,2,\left( x-2 = -3\right) \vee \left( x-2 = 3\right),\left( x = 8\right) \vee \left( x = 5\right),\left( l-2 = -3\right) \vee \left( l-2 = 3\right),\left( l = 8\right) \vee \left( l = 5\right),\textrm{wahr}
1704,2,-1,0,3,"-4\,y-4\ge y-x",y\le \frac{4 + x}{5},"-4\,u-4\ge u-a",u\le \frac{4 + a}{5},\textrm{wahr}
1705,2,0,5,2,\left( x-2 = -3\right) \vee \left( x-2 = 3\right),\left( x = 8\right) \vee \left( x = -5\right),\left( l-2 = -3\right) \vee \left( l-2 = 3\right),\left( l = 8\right) \vee \left( l = -5\right),\textrm{wahr}
1706,2,0,5,2,\left( x-2 = -3\right) \vee \left( x-2 = 3\right),\left( x = -5\right) \vee \left( x = 1\right),\left( l-2 = -3\right) \vee \left( l-2 = 3\right),\left( l = -5\right) \vee \left( l = 1\right),\textrm{wahr}
1707,2,2,3,4,\left( z = \sqrt{-y + \left( \frac{z}{2}\right)^{2}}-\frac{z}{2}\right) \vee \left( z = -\sqrt{-y + \left( \frac{z}{2}\right)^{2}}-\frac{z}{2}\right),"\left( z = -\frac{z}{2}\,\sqrt{\left( \frac{z}{2}\right)^{2}-y}\right) \vee \left( z = -\frac{z}{2}-\sqrt{\left( \frac{z}{2}\right)^{2}-y}\right)",\left( x = \sqrt{-q + \left( \frac{p}{2}\right)^{2}}-\frac{p}{2}\right) \vee \left( x = -\sqrt{-q + \left( \frac{p}{2}\right)^{2}}-\frac{p}{2}\right),"\left( x = -\frac{p}{2}\,\sqrt{\left( \frac{p}{2}\right)^{2}-q}\right) \vee \left( x = -\frac{p}{2}-\sqrt{\left( \frac{p}{2}\right)^{2}-q}\right)",q < \frac{p^{2}}{4}
1708,2,0,4,6,"-4\,x^{2} + 32\,x-64 = 0","x^{2}-8\,x-16 = 0","-4\,k^{2} + 32\,k-64 = 0","k^{2}-8\,k-16 = 0",\textrm{wahr}
1709,2,0,5,2,\left( x-2 = -3\right) \vee \left( x-2 = 3\right),\left( x = -5\right) \vee \left( x = 6\right),\left( l-2 = -3\right) \vee \left( l-2 = 3\right),\left( l = -5\right) \vee \left( l = 6\right),\textrm{wahr}
1710,2,-1,0,0,"x^{2} + 5\,x + \left( \frac{5}{2}\right)^{2}-\left( \frac{5}{2}\right)^{2} + 1 > 0",\left( x + \frac{5}{2}\right)^{2}-\frac{31}{4} > 0,"x^{2} + 5\,x + \left( \frac{5}{2}\right)^{2}-\left( \frac{5}{2}\right)^{2} + 1 > 0",\left( x + \frac{5}{2}\right)^{2}-\frac{31}{4} > 0,\textrm{wahr}
1711,2,0,1,2,\left( x-2 = -3\right) \vee \left( x-2 = 3\right),\left( x = -1\right) \vee \left( x = 1\right),\left( l-2 = -3\right) \vee \left( l-2 = 3\right),\left( l = -1\right) \vee \left( l = 1\right),\textrm{wahr}
1712,2,-1,0,7,"\frac{x + 1}{2\,x-1} > 1","x + 1 > 1\,(2\,x-1)","\frac{x + 1}{2\,x-1} > 1","x + 1 > 1\,(2\,x-1)",\left( x\neq \frac{1}{2}\right) \wedge \left( x < \frac{1}{2}\right)
1713,2,28,0,3,"\frac{5\,x-2}{-3\,x-6}\le 6","5\,x-2\le 6\,(5\,x-2)","\frac{5\,x-2}{-3\,x-6}\le 6","5\,x-2\le 6\,(5\,x-2)",\left( x\neq -2\right) \wedge \left( x > -2\right)
1714,2,28,0,3,"\frac{5\,x-2}{-3\,x-6}\le 6","5\,x-2\le 6\,(-3\,x-6)","\frac{5\,x-2}{-3\,x-6}\le 6","5\,x-2\le 6\,(-3\,x-6)",\left( x\neq -2\right) \wedge \left( x > -2\right)
1715,2,28,0,3,"5\,x-2\ge 6\,(-3\,x-6)","5\,x-2\le -18\,x-36","5\,x-2\ge 6\,(-3\,x-6)","5\,x-2\le -18\,x-36",\left( x\neq -2\right) \wedge \left( x > -2\right)
1716,2,28,0,3,"\frac{5\,x-2}{-3\,x-6}\le 6","5\,x-2\ge 6\,(-3\,x-6)","\frac{5\,x-2}{-3\,x-6}\le 6","5\,x-2\ge 6\,(-3\,x-6)",\left( x\neq -2\right) \wedge \left( x < -2\right)
1717,2,-1,0,1,x\le -\frac{34}{23},\textrm{falsch},x\le -\frac{34}{23},\textrm{falsch},\left( x\neq -2\right) \wedge \left( x < -2\right)
1718,2,0,5,2,\left( x-5 = -13\right) \vee \left( x-5 = 13\right),\left( x-5 = -18\right) \vee \left( x = 8\right),\left( g-5 = -13\right) \vee \left( g-5 = 13\right),\left( g-5 = -18\right) \vee \left( g = 8\right),\textrm{wahr}
1719,2,0,5,2,\left( x-5 = -13\right) \vee \left( x-5 = 13\right),\left( x = -18\right) \vee \left( x = 8\right),\left( g-5 = -13\right) \vee \left( g-5 = 13\right),\left( g = -18\right) \vee \left( g = 8\right),\textrm{wahr}
1720,2,-1,1,6,\left( x = 18\right) \vee \left( x = -8\right),"\mathbb{X} = \left\{-8,18\right\}",\left( g = 18\right) \vee \left( g = -8\right),"\mathbb{L} = \left\{-8,18\right\}",\textrm{wahr}
1721,2,-1,1,6,"\mathbb{X} = \left\{-8,18\right\}",\left( x = -18\right) \vee \left( x = 8\right),"\mathbb{L} = \left\{-8,18\right\}",\left( g = -18\right) \vee \left( g = 8\right),\textrm{wahr}
1722,2,0,5,2,\left( x-5 = -11\right) \vee \left( x-5 = 11\right),\left( x = -16\right) \vee \left( x = 6\right),\left( g-5 = -11\right) \vee \left( g-5 = 11\right),\left( g = -16\right) \vee \left( g = 6\right),\textrm{wahr}
1723,2,0,5,2,\left( x-3 = -2\right) \vee \left( x-3 = 2\right),\left( x = -5\right) \vee \left( x = 1\right),\left( b-3 = -2\right) \vee \left( b-3 = 2\right),\left( b = -5\right) \vee \left( b = 1\right),\textrm{wahr}
1724,2,0,5,2,\left( x-3 = -2\right) \vee \left( x-3 = 2\right),\left( x = 5\right) \vee \left( x = -1\right),\left( b-3 = -2\right) \vee \left( b-3 = 2\right),\left( b = 5\right) \vee \left( b = -1\right),\textrm{wahr}
1725,2,0,5,2,\left( x-3 = -2\right) \vee \left( x-3 = 2\right),\left( x = -1\right) \vee \left( x = 5\right),\left( b-3 = -2\right) \vee \left( b-3 = 2\right),\left( b = -1\right) \vee \left( b = 5\right),\textrm{wahr}
1726,2,0,5,2,\left( x-3 = 2\right) \vee \left( x-3 = -2\right),\left( x = -1\right) \vee \left( x = -5\right),\left( b-3 = 2\right) \vee \left( b-3 = -2\right),\left( b = -1\right) \vee \left( b = -5\right),\textrm{wahr}
1727,2,0,5,2,\left( x-3 = 2\right) \vee \left( x-3 = -2\right),\left( x = 1\right) \vee \left( x = -5\right),\left( b-3 = 2\right) \vee \left( b-3 = -2\right),\left( b = 1\right) \vee \left( b = -5\right),\textrm{wahr}
1728,2,0,5,2,\left( x-3 = 2\right) \vee \left( x-3 = -2\right),\left( x = -1\right) \vee \left( x = 5\right),\left( b-3 = 2\right) \vee \left( b-3 = -2\right),\left( b = -1\right) \vee \left( b = 5\right),\textrm{wahr}
1729,2,0,2,7,\frac{5}{x + 3} + \frac{4}{x-3} = 0,"5 + 4 = (x + 3)\,(x-3)",\frac{5}{x + 3} + \frac{4}{x-3} = 0,"5 + 4 = (x + 3)\,(x-3)",\left( x\neq -3\right) \wedge \left( x\neq 3\right)
1730,2,0,5,2,"5 + 4 = (x + 3)\,(x-3)",\left( x = 3\right) \vee \left( x = -3\right),"5 + 4 = (x + 3)\,(x-3)",\left( x = 3\right) \vee \left( x = -3\right),\left( x\neq -3\right) \wedge \left( x\neq 3\right)
1731,2,0,5,2,"5 + 4 = (x + 3)\,(x-3)",\left( x = 3\right) \vee \left( \left( x = -3\right) \vee \left( x = 0\right)\right),"5 + 4 = (x + 3)\,(x-3)",\left( x = 3\right) \vee \left( \left( x = -3\right) \vee \left( x = 0\right)\right),\left( x\neq -3\right) \wedge \left( x\neq 3\right)
1732,2,0,5,2,"5 + 4 = (x + 3)\,(x-3)",\left( x = -3\right) \vee \left( \left( x = 3\right) \vee \left( x = 0\right)\right),"5 + 4 = (x + 3)\,(x-3)",\left( x = -3\right) \vee \left( \left( x = 3\right) \vee \left( x = 0\right)\right),\left( x\neq -3\right) \wedge \left( x\neq 3\right)
1733,2,0,5,2,"5 + 4 = (x + 3)\,(x-3)",\left( x = -3\right) \vee \left( x = 3\right),"5 + 4 = (x + 3)\,(x-3)",\left( x = -3\right) \vee \left( x = 3\right),\left( x\neq -3\right) \wedge \left( x\neq 3\right)
1734,2,0,5,2,"\left|4\,x + 3\right|  + \left|5\,x + 3\right|  = 6","4\,x + 3 + \left(-(5\,x + 3)\right) = 6","\left|4\,x + 3\right|  + \left|5\,x + 3\right|  = 6","4\,x + 3 + \left(-(5\,x + 3)\right) = 6",\left( x < -\frac{3}{4}\right) \wedge \left( x < -\frac{3}{5}\right)
1735,2,3,6,5,"m\,m^{2} + y\,m + z = 0",m^{2} + \frac{y}{m} + \frac{z}{m} = 0,"a\,x^{2} + b\,x + c = 0",x^{2} + \frac{b}{a} + \frac{c}{a} = 0,"\left( a > 0\right) \wedge \left( c < \frac{b^{2}}{4\,a}\right)"
1736,2,3,6,5,m^{2} + \frac{y}{m} + \frac{z}{m} = 0,"m^{2} + \frac{y}{m}\,m + \left( \frac{y}{2\,m}\right)^{2}-\left( \frac{y}{2\,m}\right)^{2} + \frac{z}{m} = 0",x^{2} + \frac{b}{a} + \frac{c}{a} = 0,"x^{2} + \frac{b}{a}\,x + \left( \frac{b}{2\,a}\right)^{2}-\left( \frac{b}{2\,a}\right)^{2} + \frac{c}{a} = 0","\left( a > 0\right) \wedge \left( c < \frac{b^{2}}{4\,a}\right)"
1737,2,3,6,5,"\left( m + \frac{y}{2\,m} = \sqrt{\frac{y^{2}-4\,m\,z}{4\,m^{2}}}\right) \vee \left( m + \frac{y}{2\,m} = -\sqrt{\frac{y^{2}-4\,m\,z}{4\,m^{2}}}\right)","\left( m = \sqrt{\frac{y^{2}-4\,m\,z}{2\,m}}-y\right) \vee \left( m = -\sqrt{\frac{y^{2}-4\,m\,z}{2\,m}}-y\right)","\left( x + \frac{b}{2\,a} = \sqrt{\frac{b^{2}-4\,a\,c}{4\,a^{2}}}\right) \vee \left( x + \frac{b}{2\,a} = -\sqrt{\frac{b^{2}-4\,a\,c}{4\,a^{2}}}\right)","\left( x = \sqrt{\frac{b^{2}-4\,a\,c}{2\,a}}-b\right) \vee \left( x = -\sqrt{\frac{b^{2}-4\,a\,c}{2\,a}}-b\right)","\left( a > 0\right) \wedge \left( c < \frac{b^{2}}{4\,a}\right)"
1738,2,0,5,2,"\left|4\,x + 3\right|  + \left|5\,x + 3\right|  = 6","4\,x + 3 + \left(-(5\,x + 3)\right) = 6","\left|4\,x + 3\right|  + \left|5\,x + 3\right|  = 6","4\,x + 3 + \left(-(5\,x + 3)\right) = 6",\textrm{wahr}
1739,2,3,6,5,"\left( m + \frac{y}{2\,m} = \sqrt{\frac{y^{2}-4\,m\,z}{4\,m^{2}}}\right) \vee \left( m + \frac{y}{2\,m} = -\sqrt{\frac{y^{2}-4\,m\,z}{4\,m^{2}}}\right)","\left( m = \frac{\sqrt{y^{2}-4\,m\,z-y}}{2\,m}\right) \vee \left( m = -\frac{\sqrt{y^{2}-4\,m\,z-y}}{2\,m}\right)","\left( x + \frac{b}{2\,a} = \sqrt{\frac{b^{2}-4\,a\,c}{4\,a^{2}}}\right) \vee \left( x + \frac{b}{2\,a} = -\sqrt{\frac{b^{2}-4\,a\,c}{4\,a^{2}}}\right)","\left( x = \frac{\sqrt{b^{2}-4\,a\,c-b}}{2\,a}\right) \vee \left( x = -\frac{\sqrt{b^{2}-4\,a\,c-b}}{2\,a}\right)","\left( a > 0\right) \wedge \left( c < \frac{b^{2}}{4\,a}\right)"
1740,2,-1,0,3,"5\,x-3 < 7\,(-2\,x + 7)","5\,x-3 < -14\,x + 47","5\,x-3 < 7\,(-2\,x + 7)","5\,x-3 < -14\,x + 47",\left( x\neq 3.5\right) \wedge \left( x < \frac{7}{2}\right)
1741,2,-1,0,3,"5\,x-3 < -14\,x + 47","+19\,x < +52","5\,x-3 < -14\,x + 47","+19\,x < +52",\left( x\neq 3.5\right) \wedge \left( x < \frac{7}{2}\right)
1742,2,-1,0,3,"5\,x-3 > 7\,(-2\,x + 7)","5\,x-3 > -14\,x + 47","5\,x-3 > 7\,(-2\,x + 7)","5\,x-3 > -14\,x + 47",\left( x\neq 3.5\right) \wedge \left( x > \frac{7}{2}\right)
1743,2,-1,0,3,"5\,x-3 > -14\,x + 47","+19\,x > +52","5\,x-3 > -14\,x + 47","+19\,x > +52",\left( x\neq 3.5\right) \wedge \left( x > \frac{7}{2}\right)
1744,2,30,1,1,"(1-y)\,y = 8",y = \frac{8}{1-y},"(1-a)\,x = 8",x = \frac{8}{1-a},a = 1
1745,2,0,4,0,"-5\,x \cdot 6 = x^{2}","x^{2} + 5\,x + 6 = 0","-5\,x \cdot 6 = x^{2}","x^{2} + 5\,x + 6 = 0",\textrm{wahr}
1746,2,29,4,0,"\sqrt{-5\,x-6} = x","-5\,x \cdot 6 = x^{2}","\sqrt{-5\,x-6} = x","-5\,x \cdot 6 = x^{2}",\textrm{wahr}
1747,2,0,5,2,"\left|4\,x-3\right|  + \left|3\,x-5\right|  = 3","4\,x-3-3\,x-5 = 3","\left|4\,x-3\right|  + \left|3\,x-5\right|  = 3","4\,x-3-3\,x-5 = 3",\left( x\ge \frac{3}{4}\right) \wedge \left( x\ge \frac{5}{3}\right)
1748,2,34,5,0,"x\,(20\,x-12)-8 = 0","\left( p_1 = 0\right) \vee \left( 20\,x-20 = 0\right)","p\,(20\,p-12)-8 = 0","\left( p_1 = 0\right) \vee \left( 20\,p-20 = 0\right)",\textrm{wahr}
1749,2,34,5,0,"\left( p_1 = 0\right) \vee \left( 20\,x-20 = 0\right)","20\,x = 20","\left( p_1 = 0\right) \vee \left( 20\,p-20 = 0\right)","20\,p = 20",\textrm{wahr}
1750,2,34,4,0,"x\,(20\,x-12)-8 = 0",\left( p_1 = 0\right) \vee \left( p_2 = 1\right),"p\,(20\,p-12)-8 = 0",\left( p_1 = 0\right) \vee \left( p_2 = 1\right),\textrm{wahr}
1751,2,2,3,4,\left( z + \frac{z}{2} = +\sqrt{\left( \frac{z}{2}\right)^{2}-y}\right) \vee \left( z + \frac{z}{2} = -\sqrt{\left( \frac{z}{2}\right)^{2}-y}\right),\left( z = -\frac{z}{2} + \sqrt{\left( \frac{z}{2}\right)^{2}-y}\right) \vee \left( z = -\left( \frac{z}{2}\right)^{2}-\sqrt{\left( \frac{z}{2}\right)^{2}-y}\right),\left( x + \frac{p}{2} = +\sqrt{\left( \frac{p}{2}\right)^{2}-q}\right) \vee \left( x + \frac{p}{2} = -\sqrt{\left( \frac{p}{2}\right)^{2}-q}\right),\left( x = -\frac{p}{2} + \sqrt{\left( \frac{p}{2}\right)^{2}-q}\right) \vee \left( x = -\left( \frac{p}{2}\right)^{2}-\sqrt{\left( \frac{p}{2}\right)^{2}-q}\right),q < \frac{p^{2}}{4}
1752,2,2,3,4,\left( z + \frac{z}{2} = +\sqrt{\left( \frac{z}{2}\right)^{2}-y}\right) \vee \left( z + \frac{z}{2} = -\sqrt{\left( \frac{z}{2}\right)^{2}-y}\right),\left( z = -\left( \frac{z}{2}\right)^{2} + \sqrt{\frac{z}{2}-y}\right) \vee \left( z = -\frac{z}{2}-\sqrt{\frac{z}{2}-y}\right),\left( x + \frac{p}{2} = +\sqrt{\left( \frac{p}{2}\right)^{2}-q}\right) \vee \left( x + \frac{p}{2} = -\sqrt{\left( \frac{p}{2}\right)^{2}-q}\right),\left( x = -\left( \frac{p}{2}\right)^{2} + \sqrt{\frac{p}{2}-q}\right) \vee \left( x = -\frac{p}{2}-\sqrt{\frac{p}{2}-q}\right),q < \frac{p^{2}}{4}
1753,2,0,5,2,"\left( -5\,x-2 = 0\right) \vee \left( -4\,x + 4 = 0\right)",\left( x = -\frac{5}{2}\right) \vee \left( x = 1\right),"\left( -5\,p-2 = 0\right) \vee \left( -4\,p + 4 = 0\right)",\left( p = -\frac{5}{2}\right) \vee \left( p = 1\right),\textrm{wahr}
1754,2,0,5,2,"\left( -5\,x = 2\right) \vee \left( -4\,x = -4\right)",\left( p_1 = -\frac{2}{5}\right) \vee \left( p_2 = 1\right),"\left( -5\,p = 2\right) \vee \left( -4\,p = -4\right)",\left( p_1 = -\frac{2}{5}\right) \vee \left( p_2 = 1\right),\textrm{wahr}
1755,2,0,5,2,"\left( 4\,x = 2\right) \vee \left( -5\,x = -1\right)",\left( x = 2\right) \vee \left( x = \frac{1}{5}\right),"\left( 4\,m = 2\right) \vee \left( -5\,m = -1\right)",\left( m = 2\right) \vee \left( m = \frac{1}{5}\right),\textrm{wahr}
1756,2,0,4,0,"x^{2} + 5\,x + \frac{25}{4} = -6 + \frac{25}{4}",\left( x + \frac{25}{4}\right)^{2} = \frac{1}{4},"m^{2} + 5\,m + \frac{25}{4} = -6 + \frac{25}{4}",\left( m + \frac{25}{4}\right)^{2} = \frac{1}{4},\textrm{wahr}
1757,2,-1,7,6,\left( x + \frac{25}{4}\right)^{2} = \frac{1}{4},\left( x = -3\right) \vee \left( x = -2\right),\left( m + \frac{25}{4}\right)^{2} = \frac{1}{4},\left( m = -3\right) \vee \left( m = -2\right),\textrm{wahr}
1758,2,-1,4,0,"\sqrt{x^{2} + 3\,x + 3} = -3\,x-1","x^{2} + 3\,x + 3 = 9\,x^{2} + 1","\sqrt{x^{2} + 3\,x + 3} = -3\,x-1","x^{2} + 3\,x + 3 = 9\,x^{2} + 1",\textrm{wahr}
1759,2,0,4,6,"-8\,x^{2} + 3\,x + 2 = 0",x^{2}-\frac{3}{8}-\frac{2}{8} = 0,"-8\,x^{2} + 3\,x + 2 = 0",x^{2}-\frac{3}{8}-\frac{2}{8} = 0,\textrm{wahr}
1760,2,-1,7,0,x^{2}-\frac{3}{8}-\frac{2}{8} = 0,\left( x = -\frac{-\frac{3}{8}}{2} + \sqrt{\left( \frac{-\frac{3}{8}}{2}\right)^{2}-(-\frac{2}{8})}\right) \vee \left( x = -\frac{-\frac{3}{8}}{2}-\sqrt{\left( \frac{-\frac{3}{8}}{2}\right)^{2}-(-\frac{2}{8})}\right),x^{2}-\frac{3}{8}-\frac{2}{8} = 0,\left( x = -\frac{-\frac{3}{8}}{2} + \sqrt{\left( \frac{-\frac{3}{8}}{2}\right)^{2}-(-\frac{2}{8})}\right) \vee \left( x = -\frac{-\frac{3}{8}}{2}-\sqrt{\left( \frac{-\frac{3}{8}}{2}\right)^{2}-(-\frac{2}{8})}\right),\textrm{wahr}
1761,2,-1,7,0,\left( x = -\frac{-\frac{3}{8}}{2} + \sqrt{\left( \frac{-\frac{3}{8}}{2}\right)^{2}-(-\frac{2}{8})}\right) \vee \left( x = -\frac{-\frac{3}{8}}{2}-\sqrt{\left( \frac{-\frac{3}{8}}{2}\right)^{2}-(-\frac{2}{8})}\right),\left( x = \frac{3}{16} + \sqrt{\frac{9}{256} + \frac{64}{265}}\right) \vee \left( x = \frac{3}{16}-\sqrt{\frac{9}{256} + \frac{64}{265}}\right),\left( x = -\frac{-\frac{3}{8}}{2} + \sqrt{\left( \frac{-\frac{3}{8}}{2}\right)^{2}-(-\frac{2}{8})}\right) \vee \left( x = -\frac{-\frac{3}{8}}{2}-\sqrt{\left( \frac{-\frac{3}{8}}{2}\right)^{2}-(-\frac{2}{8})}\right),\left( x = \frac{3}{16} + \sqrt{\frac{9}{256} + \frac{64}{265}}\right) \vee \left( x = \frac{3}{16}-\sqrt{\frac{9}{256} + \frac{64}{265}}\right),\textrm{wahr}
1762,2,-1,7,6,x = \frac{-4 + \sqrt{4-4 \cdot 1 \cdot 4}}{2 \cdot 1},x = \frac{-4 + \sqrt{16-16}}{2},k = \frac{-4 + \sqrt{4-4 \cdot 1 \cdot 4}}{2 \cdot 1},k = \frac{-4 + \sqrt{16-16}}{2},\textrm{wahr}
1763,2,-1,4,6,"x\,(x + 6) + x + 10 = 0","(x + 6)\,(x + 10) = 0","t\,(t + 6) + t + 10 = 0","(t + 6)\,(t + 10) = 0",\textrm{wahr}
1764,2,0,4,0,"x^{2} + 3\,x + 3 = \left( -3\,x-1\right)^{2}","x^{2} + 3\,x + 3 = 9\,x^{2}-2\,(-3\,x)\,(-1) + \left( -1\right)^{2}","x^{2} + 3\,x + 3 = \left( -3\,x-1\right)^{2}","x^{2} + 3\,x + 3 = 9\,x^{2}-2\,(-3\,x)\,(-1) + \left( -1\right)^{2}",\textrm{wahr}
1765,2,0,4,2,"x^{2} + 4\,x + 4 = 0",\left( x = 4\right) \vee \left( y = 4\right),"k^{2} + 4\,k + 4 = 0",\left( p = 4\right) \vee \left( q = 4\right),\textrm{wahr}
1766,2,-1,7,6,\left( x = 4\right) \vee \left( y = 4\right),"x = -\left( \frac{4}{2}\right)^{+\sqrt{\left( \frac{4}{2}\right)^{2}-4}}\,\left( \frac{4}{2}\right)^{2}-4",\left( p = 4\right) \vee \left( q = 4\right),"k = -\left( \frac{4}{2}\right)^{+\sqrt{\left( \frac{4}{2}\right)^{2}-4}}\,\left( \frac{4}{2}\right)^{2}-4",\textrm{wahr}
1767,2,0,4,6,"x^{2} + 4\,x + 4 = 0",x = 4,"k^{2} + 4\,k + 4 = 0",p = 4,\textrm{wahr}
1768,2,-1,7,6,x = 4,"x = -\left( \frac{4}{2}\right)^{+\sqrt{\left( \frac{4}{2}\right)^{2}-4}}\,\left( \frac{4}{2}\right)^{2}-4",p = 4,"k = -\left( \frac{4}{2}\right)^{+\sqrt{\left( \frac{4}{2}\right)^{2}-4}}\,\left( \frac{4}{2}\right)^{2}-4",\textrm{wahr}
1769,2,0,4,6,"x^{2} + 4\,x + 4 = 0","x = -\left( \frac{4}{2}\right)^{+\sqrt{\left( \frac{4}{2}\right)^{2}-4}}\,\left( \frac{4}{2}\right)^{2}-4","k^{2} + 4\,k + 4 = 0","k = -\left( \frac{4}{2}\right)^{+\sqrt{\left( \frac{4}{2}\right)^{2}-4}}\,\left( \frac{4}{2}\right)^{2}-4",\textrm{wahr}
1770,2,0,4,0,"x^{2} + 3\,x + 3 = 9\,x^{2}-2\,(-3\,x) \cdot 1 + 1^{2}","x^{2} + 3\,x + 3 = 9\,x^{2}-6\,x + 1","x^{2} + 3\,x + 3 = 9\,x^{2}-2\,(-3\,x) \cdot 1 + 1^{2}","x^{2} + 3\,x + 3 = 9\,x^{2}-6\,x + 1",\textrm{wahr}
1771,2,0,4,0,"x^{2} + 3\,x + 3 = 9\,x^{2} + 6\,x + 1","-8\,x-3\,x + 2 = 0","x^{2} + 3\,x + 3 = 9\,x^{2} + 6\,x + 1","-8\,x-3\,x + 2 = 0",\textrm{wahr}
1772,2,0,4,6,"x^{2} + 4\,x + 4 = 0",x = -\frac{4}{2} + \sqrt{\left( \frac{4}{2}\right)^{2}-4},"k^{2} + 4\,k + 4 = 0",k = -\frac{4}{2} + \sqrt{\left( \frac{4}{2}\right)^{2}-4},\textrm{wahr}
1773,2,0,4,6,"x^{2} + 4\,x + 4 = 0",x = -2,"k^{2} + 4\,k + 4 = 0",k = -2,\textrm{wahr}
1774,2,0,4,2,\left( x + 3\right)^{2} = 1,\left( x = -1\right) \vee \left( x = -4\right),\left( w + 3\right)^{2} = 1,\left( w = -1\right) \vee \left( w = -4\right),\textrm{wahr}
1775,2,-1,7,0,"x^{2} + \frac{3}{8}\,x-\frac{2}{8} = 0",\left( x = -\frac{1}{16} + \sqrt{\left( \frac{3}{16}\right)^{2} + \frac{1}{4}}\right) \vee \left( x = -\frac{1}{16}-\sqrt{\left( \frac{3}{16}\right)^{2} + \frac{1}{4}}\right),"x^{2} + \frac{3}{8}\,x-\frac{2}{8} = 0",\left( x = -\frac{1}{16} + \sqrt{\left( \frac{3}{16}\right)^{2} + \frac{1}{4}}\right) \vee \left( x = -\frac{1}{16}-\sqrt{\left( \frac{3}{16}\right)^{2} + \frac{1}{4}}\right),\textrm{wahr}
1776,2,-1,7,0,\left( x = -\frac{1}{16} + \sqrt{\left( \frac{3}{16}\right)^{2} + \frac{1}{4}}\right) \vee \left( x = -\frac{1}{16}-\sqrt{\left( \frac{3}{16}\right)^{2} + \frac{1}{4}}\right),\left( x = \frac{2548249}{7354249}\right) \vee \left( x = \frac{-4150249}{5752249}\right),\left( x = -\frac{1}{16} + \sqrt{\left( \frac{3}{16}\right)^{2} + \frac{1}{4}}\right) \vee \left( x = -\frac{1}{16}-\sqrt{\left( \frac{3}{16}\right)^{2} + \frac{1}{4}}\right),\left( x = \frac{2548249}{7354249}\right) \vee \left( x = \frac{-4150249}{5752249}\right),\textrm{wahr}
1777,2,0,4,0,\left( x + 3\right)^{2} = 1,x + 3 = \sqrt{1},\left( w + 3\right)^{2} = 1,w + 3 = \sqrt{1},\textrm{wahr}
1778,2,0,4,0,\left( x + 3\right)^{2} = 1,x + 3 = 1,\left( w + 3\right)^{2} = 1,w + 3 = 1,\textrm{wahr}
